symbol,name
9639.SR,Anmat Technology for Trading Co
9640.SR,ASAS Makeen Real Estate Development and Investment Company
9641.SR,Hawyia Auctions Co.
9642.SR,Time Entertainment Company
9644.SR,Naf Company for Feed for Indust
9645.SR,National Signage Industrial Co.
9647.SR,Wajd life trading Company
9648.SR,Hamad Mohammed Bin Saedan Real Estate Company
9649.SR,Jamjoom Fashion Trading Company
9650.SR,Sahat Almajd Trading Co.
9651.SR,Abdulaziz Bin Ahmed Altwijri Tr
AIRARABIA.DU,Air Arabia PJSC
AJMANBANK.DU,Ajman Bank PJSC
ALANSARI.DU,Al Ansari Financial Services PJSC
ALEC.DU,ALEC Holdings PJSC
ALFIRDOUS.DU,Al Firdous Holdings PJSC
ALRAMZ.DU,Al Ramz Corporation Investment & Development PJSC
ALSALAMSUDAN.DU,Al Salam Bank Sudan
AMAN.DU,Dubai Islamic Insurance & Reinsurance Co.
AMANAT.DU,Amanat Holdings PJSC
AMCREIT.DU,Al Mal Capital REIT
AMLAK.DU,Amlak Finance PJSC
ARMX.DU,Aramex PJSC
ASNIC.DU,Al Sagr National Insurance Co. PSC
BHMCAPITAL.DU,BHM Capital Financial Services P.S.C
CBD.DU,Commercial Bank of Dubai(PSC)
CHAE.DU,Chimera UCITS ICAV -Chimera S&P UAE UCITS ETF
CHAESHIN.DU,Chimera Umbrella Fund Chimera S&P UAE Shariah ETF Units B
DEWA.DU,Dubai Electricity & Water Authority PJSC
DEYAAR.DU,Deyaar Development (P.J.S.C)
DFM.DU,Dubai Financial Market (DFM) - PJSC
DIB.DU,Dubai Islamic Bank PJSC
DIC.DU,Dubai Investment (P.J.S.C)
DIN.DU,Dubai Insurance CompanyPSC
DNIR.DU,Dubai National Insurance & Reinsurance Co. (P.S.C.)
DRC.DU,Dubai Refreshment Company P.J.S.C
DSI.DU,Drake & Scull International (P J S C)
DTC.DU,Dubai Taxi Co. PJSC
DU.DU,Emirates Integrated Telecommunications Company PJSC
DUBAIRESI.DU,Dubai Residential REIT
EIBANK.DU,Emirates Investment Bank PJSC
EKTTITAB.DU,Ekttitab Holding Co. (S.A.K.)
EMAAR.DU,Emaar Properties (P.J.S.C)
EMAARDEV.DU,Emaar Development PJSC
EMIRATESNBD.DU,Emirates NBD Bank (P.J.S.C)
EMPOWER.DU,Emirates Central Cooling Systems Corporation PJSC
ERC.DU,Emirates Reem Investments PJSC
GFH.DU,GFH Financial Group BSC
GULFNAV.DU,Gulf Navigation Holding (P . J . S . C)
IFA.DU,International Financial Advisors Holding K.P.S.C.
ITHMR.DU,Ithmaar Holding BSC
MASQ.DU,Mashreqbank PSC
MAZAYA.DU,Al-Mazaya Holding Co. SAKC
MKHZN.DU,Agility Public Warehousing Co. K.S.C.
NAHO.DU,Naeem Holding Co.
NCC.DU,National Cement Company PSC
NGI.DU,National General Insurance Co (P.J.S.C)
NIH.DU,National International Co. (Holding) (K.S.C.)
ORIENT.DU,Orient Insurance PJSC
PARKIN.DU,Parkin Co. PJSC
SALAM.DU,Al Salam Bank B.S.C.
SALAMA.DU,Islamic Arab Insurance Co. (Salama)
SALIK.DU,Salik Company PJSC
SHUAA.DU,Shuaa Capital (P.S.C)
SPINNEYS.DU,Spinneys 1961 Holding plc
SUKOON.DU,Sukoon Insurance PJSC
SUKOONTAKAFL.DU,Sukoon Takaful PJSC
TAALEEM.DU,Taaleem Holdings PJSC
TABREED.DU,National Central Cooling Co. (P.S.C.) (Tabreed)
TAKAFUL_EM.DU,Takaful Emarat - Insurance (PSC)
TALABAT.DU,Talabat Holding Plc
TECOM.DU,TECOM Group PJSC
UFC.DU,United Foods Co. PSC
UNIKAI.DU,Unikai Foods PJSC
UNIONCOOP.DU,Union Coop
UPP.DU,Union Properties (P.J.S.C)
WATANIA.DU,Watania International Holding PJSC
2POINTZERO.AD,Two Point Zero Group PJSC
ABNIC.AD,Al Buhaira National Insurance Company
ADAVIATION.AD,Abu Dhabi Aviation Co.
ADCB.AD,Abu Dhabi Commercial Bank
ADIB.AD,Abu Dhabi Islamic Bank
ADNH.AD,Abu Dhabi National Hotels Co.
ADNHC.AD,A D N H Catering plc
ADNIC.AD,Abu Dhabi National Insurance Company
ADNOCDIST.AD,Abu Dhabi National Oil Company For Distribution
ADNOCDRILL.AD,ADNOC Drilling Company PJSC
ADNOCGAS.AD,ADNOC Gas plc
ADNOCLS.AD,ADNOC Logistics & Services plc
ADPORTS.AD,Abu Dhabi Ports Company PJSC
ADSB.AD,Abu Dhabi Ship Building Co.
AGILITY.AD,Agility Global PLC
AGIX.AD,KraneShares Artificial Intelligence & Technology ETF
AGTHIA.AD,AGTHIA Group
AIPOWR.AD,"Boreas S&P AI Data, Power & Infrastructure UCITS ETF - AED (Dist) AED"
ALDAR.AD,Al Dar Properties
ALEFEDT.AD,Alef Education Holding plc
ALPHADATA.AD,Alpha Data PJSC
ALPHADHABI.AD,Alpha Dhabi Holding PJSC
AMR.AD,Americana Restaurants International PLC
ANAN.AD,ANAN INVESTMENT HOLDING P.J.S.C
APEX.AD,APEX INVESTMENT P.S.C
ARAM.AD,Aram Group
ASM.AD,Al Seer Marine Supplies & Equipment Company P.J.S.C
AWNIC.AD,Al Wathba National Insurance Co.
BILDCO.AD,Abu Dhabi National Co. for Building Materials
BONDAE.AD,Chimera JP Morgan UAE Bond UCITS ETF-Share Class-D Income
BOROUGE.AD,Borouge PLC
BOS.AD,Bank of Sharjah
BURJEEL.AD,BURJEEL HOLDINGS PLC
CHADX15.AD,Chimera FTSE ADX 15 ETF Class B Income
CHHK.AD,Chimera S&P China HK Shariah ETF - Share Class B -  Income
DANA.AD,DANA GAS PJSC
DRIVE.AD,Emirates Driving Company
E7.AD,E7 Group PJSC
EAND.AD,Emirates Telecom. Group Company (Etisalat Group) PJSC
EASYLEASE.AD,Easy Lease Motorcycle Rental PJSC
EIC.AD,Emirates Insurance Co.
EMSTEEL.AD,EMSTEEL BUILDING MATERIALS PJSC
ESG.AD,ESG EMIRATES STALLIONS GROUP P.J.S.C
ESHRAQ.AD,ESHRAQ INVESTMENTS P.J.S.C
FAB.AD,First Abu Dhabi Bank
FBI.AD,Fujairah Building Industries P.S.C
FCI.AD,Fujairah Cement Industries
FERTIGLB.AD,Fertiglobe plc
FNF.AD,FOODCO NATIONAL FOODSTUFF PJSC
GCEM.AD,Gulf Cement Co.
GFH.AD,GFH Financial Group B.S.C
GHITHA.AD,GHITHA HOLDING P.J.S.C.
GMPC.AD,Gulf Medical Projects Company
GRMNY.AD,Chimera S&P Germany UCITS ETF - Share Class D - In     
HAYAH.AD,Hayah Insurance Company P.J.S.C
HH.AD,HILY HOLDING PJSC
ICAP.AD,Investcorp Capital PLC
IH.AD,Insurance House
IHC.AD,International Holding Company PJSC
INB.AD,Invest Bank
INDI.AD,CHIMERA S&P INDIA SHARIAH ETF-SHARE CLASS B INCOME
INVICTUS.AD,Invictus Investment Company PLC
JPANI.AD,Chimera S&P Japan UCITS ETF - Share Class D-Income
JULPHAR.AD,Gulf Pharmaceutical Industries
KICO.AD,AL KHALEEJ Investment
KRBN.AD,KraneShares Global Carbon Strategy ETF
KWEB.AD,KraneShares CSI China Internet ETF
KWTI.AD,CHIMERA S&P KUWAIT SHARIAH ETF-Share Class B-Income
LULU.AD,Lulu Retail Holdings PLC
LUXURY.AD,Boreas S&P Absolute Luxury UCITS ETF - AED
MAIR.AD,MAIR GROUP -  P.J.S.C.
MANAZEL.AD,Manazel PJSC
MODON.AD,Modon Holding PSC
NBF.AD,National Bank of Fujairah
NBQ.AD,National Bank of Umm Al Qaiwain
NCTH.AD,National Corporation for Tourism & Hotels
NMDC.AD,NMDC Group PJSC
NMDCENR.AD,NMDC Energy P.J.S.C.
OEIHC.AD,Oman & Emirates Investment Holding Co
ORAS.AD,Orascom Construction PLC
PALMS.AD,PALMS SPORTS PrJSC
PHX.AD,PHOENIX GROUP   PLC
PKSTN.AD,Chimera S&P Pakistan UCITS ETF- Share D - Income
PRESIGHT.AD,Presight AI Holding PLC
PUREHEALTH.AD,Pure Health Holding PJSC
QIC.AD,Umm Al Qaiwain General Investment Co. P.S.C
QUANTM.AD,Chimera UCITS ICAV - Boreas Solactive Quantum Computing UCITS ETF Unhedged AED
RAKBANK.AD,The National Bank of Ras Al Khaimah
RAKCEC.AD,RAK Ceramics PJSC
RAKPROP.AD,RAK Properties
RAKWCT.AD,RAK Co. for White Cement & Construction Materials
RAPCO.AD,RAPCO Investment PJSC
RPM.AD,Response Plus Holding PrJSC
SAUDIA.AD,CHIMERA S&P KSA SHARIAH ETF-SHARE CLASS B-INCOME
SCIDC.AD,Sharjah Cement and Industrial Development Co.
SIB.AD,Sharjah Islamic Bank
SPACE42.AD,SPACE42 PLC
SUDATEL.AD,Sudatel Telecommunications Group Company Limited
SUKUK.AD,Chimera Umbrella Fund - Chimera JP Morgan Global   Sukuk
TAQA.AD,Abu Dhabi National Energy Company
TKFL.AD,Abu Dhabi National Takaful Co.
TURKI.AD,CHIMERA S&P TURKEY SHARIAH ETF SHARE CLASS B - Income
UAB.AD,United Arab Bank
UAEA.AD,Chimera S&P UAE Shariah ETF- Share class A- Accumulating
UAED.AD,CHIMERA S&P UAE UCITS ETF - SHARE CLASS D INCOME
UNION.AD,Union Insurance Company
USGRWTH.AD,Chimera S&P US Shariah Growth ETF - Share Class A - Accumul
USTBILL.AD,Chimera iBoxx US Treasury Bill ETF Units B
USVALUE.AD,Chimera S&P US Shariah Value ETF - Share Class B -  Income
WAHA.AD,Waha Capital Company
ABTC.DU,21Shares Bitcoin ETP
DEPA.DU,Depa Plc
DEPACLA.DU,Depa PLC Class A
ENBDREIT.DU,ENBD REIT (CEIC) PLC
HIK.DU,Hikma Pharmaceuticals Plc Sponsored GDR RegS
NDAQ.DU,"Nasdaq, Inc."
REIT.DU,Emirates REIT (CEIC) PLC
